,,0
LengthOfStay_sum,DrugCount_max,0.0423330988903534
DrugCount_max,LengthOfStay_sum,0.0423330988903534
pcg14,CharlsonIndex_min,0.04232343693107669
CharlsonIndex_min,pcg14,0.04232343693107669
pcg26,LengthOfStay_std,0.04231226420680896
LengthOfStay_std,pcg26,0.04231226420680896
CharlsonIndex_min,LengthOfStay_std,0.04231208269653539
LengthOfStay_std,CharlsonIndex_min,0.04231208269653539
pcg10,pcg13,0.04229503112347669
pcg13,pcg10,0.04229503112347669
pcg18,pg8,0.042263299977674904
pg8,pcg18,0.042263299977674904
pcg11,PayDelay_std,0.04225801715106249
PayDelay_std,pcg11,0.04225801715106249
pcg5,sp9,0.042226345601963734
sp9,pcg5,0.042226345601963734
pg10,pg11,0.042208816175700756
pg11,pg10,0.042208816175700756
pcg9,age_30-39,0.042188515278657725
age_30-39,pcg9,0.042188515278657725
sexMISS,age_30-39,0.04214743614938836
age_30-39,sexMISS,0.04214743614938836
pg16,pg3,0.042138980685050224
pg3,pg16,0.042138980685050224
ps6,pcg44,0.04212306522543478
pcg44,ps6,0.04212306522543478
pcg41,LengthOfStay_std,0.042121619182093124
LengthOfStay_std,pcg41,0.042121619182093124
age_0-9,pcg26,0.042121557194201756
pcg26,age_0-9,0.042121557194201756
CharlsonIndex_max,pg18,0.04209759139222412
pg18,CharlsonIndex_max,0.04209759139222412
pg10,PayDelay_min,0.04209456479099764
PayDelay_min,pg10,0.04209456479099764
LengthOfStay_max,pcg11,0.0420789779834874
pcg11,LengthOfStay_max,0.0420789779834874
pcg21,DSFS_sum,0.042061833474231876
DSFS_sum,pcg21,0.042061833474231876
pcg17,pcg39,0.042004536336502515
pcg39,pcg17,0.042004536336502515
pcg41,no_Vendors,0.04199808396001407
no_Vendors,pcg41,0.04199808396001407
pcg16,age_0-9,0.041997309303157225
age_0-9,pcg16,0.041997309303157225
LabCount_std,pcg46,0.04197451692326462
pcg46,LabCount_std,0.04197451692326462
ps10,ps6,0.04196960959411292
ps6,ps10,0.04196960959411292
DrugCount_std,pcg46,0.04196036701900692
pcg46,DrugCount_std,0.04196036701900692
pg17,ps4,0.04193720663388357
ps4,pg17,0.04193720663388357
pcg33,pg8,0.041884171982123776
pg8,pcg33,0.041884171982123776
sp12,sexFEMALE,0.04188397812248611
sexFEMALE,sp12,0.04188397812248611
pcg17,age_10-19,0.0418650183110515
age_10-19,pcg17,0.0418650183110515
pcg24,pcg26,0.041844427610354146
pcg26,pcg24,0.041844427610354146
pg3,LabCount_min,0.04182809459173915
LabCount_min,pg3,0.04182809459173915
pcg5,age_10-19,0.041816176109810796
age_10-19,pcg5,0.041816176109810796
LengthOfStay_max,pcg14,0.041791568433017276
pcg14,LengthOfStay_max,0.041791568433017276
pcg39,sp7,0.0417489463349434
sp7,pcg39,0.0417489463349434
no_lab_instances_MISS,pcg36,0.04173976398875241
pcg36,no_lab_instances_MISS,0.04173976398875241
DSFS_mean,pg10,0.04173865829183697
pg10,DSFS_mean,0.04173865829183697
pcg20,sp1,0.04168746401769059
sp1,pcg20,0.04168746401769059
pg5,sp4,0.041668999789696036
sp4,pg5,0.041668999789696036
pcg19,sp12,0.04162539867125205
sp12,pcg19,0.04162539867125205
pcg21,ps1,0.041620628710593945
ps1,pcg21,0.041620628710593945
age_0-9,pcg5,0.04160936001962864
pcg5,age_0-9,0.04160936001962864
sp11,age_40-49,0.04159699611028437
age_40-49,sp11,0.04159699611028437
no_PCPs,pg3,0.041575463972040254
pg3,no_PCPs,0.041575463972040254
pg9,pg4,0.041563465400794156
pg4,pg9,0.041563465400794156
pg15,pcg46,0.041559544044647054
pcg46,pg15,0.041559544044647054
pcg27,pg17,0.04155807088739865
pg17,pcg27,0.04155807088739865
LengthOfStay_sum,PayDelay_std,0.04155296975347188
PayDelay_std,LengthOfStay_sum,0.04155296975347188
DSFS_range,pcg34,0.04154696560292809
pcg34,DSFS_range,0.04154696560292809
pg15,LOS_TOT_KNOWN_count,0.0415460167405911
LOS_TOT_KNOWN_count,pg15,0.0415460167405911
pcg10,pg11,0.041536189856727704
pg11,pcg10,0.041536189856727704
age_80+,pcg43,0.04153005608674716
pcg43,age_80+,0.04153005608674716
PayDelay_min,no_PCPs,0.041529689805004
no_PCPs,PayDelay_min,0.041529689805004
pcg37,age_80+,0.04152710900867434
age_80+,pcg37,0.04152710900867434
no_PCPs,PayDelay_max,0.041521678767535465
PayDelay_max,no_PCPs,0.041521678767535465
LengthOfStay_max,pcg29,0.04148354304562106
pcg29,LengthOfStay_max,0.04148354304562106
CharlsonIndex_std,sexMALE,0.04147502902306277
sexMALE,CharlsonIndex_std,0.04147502902306277
pcg15,DSFS_min,0.041461697153496783
DSFS_min,pcg15,0.041461697153496783
ps10,pg14,0.0414537587080439
pg14,ps10,0.0414537587080439
pcg28,pcg12,0.04142028957181552
pcg12,pcg28,0.04142028957181552
pcg15,DSFS_std,0.04139686445929817
DSFS_std,pcg15,0.04139686445929817
pcg31,sp14,0.041393891625958884
sp14,pcg31,0.041393891625958884
sexFEMALE,pcg39,0.041381100212414784
pcg39,sexFEMALE,0.041381100212414784
PayDelay_std,pcg43,0.041364628072728095
pcg43,PayDelay_std,0.041364628072728095
pcg39,ps6,0.041351657531677966
ps6,pcg39,0.041351657531677966
pg15,pcg3,0.041349360179131246
pcg3,pg15,0.041349360179131246
ps3,age_20-29,0.04134724420178669
age_20-29,ps3,0.04134724420178669
pcg24,ps3,0.04134358985732317
ps3,pcg24,0.04134358985732317
ps9,pcg44,0.04132525954715535
pcg44,ps9,0.04132525954715535
pcg18,DrugCount_min,0.04132305057274141
DrugCount_min,pcg18,0.04132305057274141
pcg34,DrugCount_sum,0.04130244404184542
DrugCount_sum,pcg34,0.04130244404184542
DSFS_range,ps7,0.04129559953086581
ps7,DSFS_range,0.04129559953086581
DSFS_max,pcg4,0.0412587760383536
pcg4,DSFS_max,0.0412587760383536
DaysInHospital,DSFS_min,0.041252007007272024
DSFS_min,DaysInHospital,0.041252007007272024
sp10,age_20-29,0.04125021585043923
age_20-29,sp10,0.04125021585043923
pcg18,sp12,0.041242987970765616
sp12,pcg18,0.041242987970765616
PayDelay_std,pg18,0.04122005652790059
pg18,PayDelay_std,0.04122005652790059
pcg45,pcg10,0.041213035337740345
pcg10,pcg45,0.041213035337740345
pcg25,sp9,0.041203354445752904
sp9,pcg25,0.041203354445752904
age_30-39,pcg42,0.04118360067338621
pcg42,age_30-39,0.04118360067338621
age_80+,pcg12,0.041161890616202026
pcg12,age_80+,0.041161890616202026
LabCount_max,LOS_TOT_SUPRESSED_count,0.04114919999094897
LOS_TOT_SUPRESSED_count,LabCount_max,0.04114919999094897
ps7,pg11,0.041147246169239114
pg11,ps7,0.041147246169239114
pcg3,LengthOfStay_std,0.041138415341899354
LengthOfStay_std,pcg3,0.041138415341899354
pcg34,LengthOfStay_mean,0.04113662570856567
LengthOfStay_mean,pcg34,0.04113662570856567
LengthOfStay_sum,CharlsonIndex_min,0.04109914424333307
CharlsonIndex_min,LengthOfStay_sum,0.04109914424333307
ps5,pcg17,0.041070474143890645
pcg17,ps5,0.041070474143890645
pg11,pcg1,0.04106419106605886
pcg1,pg11,0.04106419106605886
pcg23,pcg16,0.0410534969936384
pcg16,pcg23,0.0410534969936384
pcg16,sp8,0.04099725168096876
sp8,pcg16,0.04099725168096876
LOS_TOT_KNOWN_count,age_70-79,0.040969339410443235
age_70-79,LOS_TOT_KNOWN_count,0.040969339410443235
CharlsonIndex_std,pg6,0.04096919258815517
pg6,CharlsonIndex_std,0.04096919258815517
pcg41,no_PrimaryConditionGroups,0.04096665761002452
no_PrimaryConditionGroups,pcg41,0.04096665761002452
DrugCount_sum,LengthOfStay_sum,0.040950835857226704
LengthOfStay_sum,DrugCount_sum,0.040950835857226704
DrugCount_min,pg13,0.040948377302089355
pg13,DrugCount_min,0.040948377302089355
pcg10,DSFS_std,0.04094415524421698
DSFS_std,pcg10,0.04094415524421698
no_PlaceSvcs,pg6,0.04091989575559367
pg6,no_PlaceSvcs,0.04091989575559367
sp7,LengthOfStay_sum,0.04091724166563595
LengthOfStay_sum,sp7,0.04091724166563595
DSFS_min,sp3,0.04091662336497173
sp3,DSFS_min,0.04091662336497173
pcg46,pcg8,0.04089956662186196
pcg8,pcg46,0.04089956662186196
AAFC_MISS,ps2,0.04089754288449608
age_MISS,ps2,0.04089754288449608
ps2,age_MISS,0.04089754288449608
ps2,AAFC_MISS,0.04089754288449608
sp3,AAFC_MISS,0.04087025393842616
sp3,age_MISS,0.04087025393842616
AAFC_MISS,sp3,0.04087025393842616
age_MISS,sp3,0.04087025393842616
pcg31,sexMISS,0.04084025622632951
sexMISS,pcg31,0.04084025622632951
pcg45,pcg26,0.040832310135158485
pcg26,pcg45,0.040832310135158485
DrugCount_mean,pcg34,0.040792884842572125
pcg34,DrugCount_mean,0.040792884842572125
ps6,age_20-29,0.040765000060997286
age_20-29,ps6,0.040765000060997286
pg14,PayDelay_std,0.04075772369129499
PayDelay_std,pg14,0.04075772369129499
pcg34,LabCount_mean,0.04072790112726671
LabCount_mean,pcg34,0.04072790112726671
pcg2,PayDelay_min,0.040706740470650864
PayDelay_min,pcg2,0.040706740470650864
pcg12,ps10,0.04068028233026857
ps10,pcg12,0.04068028233026857
pg7,sexFEMALE,0.04067042014188858
sexFEMALE,pg7,0.04067042014188858
DrugCount_min,pcg36,0.04066914591215722
pcg36,DrugCount_min,0.04066914591215722
pg6,CharlsonIndex_range,0.0406524125284515
CharlsonIndex_range,pg6,0.0406524125284515
age_60-69,ps5,0.04064840475022501
ps5,age_60-69,0.04064840475022501
pg6,pg3,0.04064467123485512
pg3,pg6,0.04064467123485512
ClaimsTruncated,pcg40,0.04062884222834653
pcg40,ClaimsTruncated,0.04062884222834653
pcg8,pcg31,0.040603142592876194
pcg31,pcg8,0.040603142592876194
age_40-49,pcg9,0.040585271321302914
pcg9,age_40-49,0.040585271321302914
pg10,pcg20,0.04058287896044383
pcg20,pg10,0.04058287896044383
pg16,pg14,0.04056799083540955
pg14,pg16,0.04056799083540955
pg9,age_40-49,0.04056650455319141
age_40-49,pg9,0.04056650455319141
pcg17,pcg27,0.040557748036474016
pcg27,pcg17,0.040557748036474016
CharlsonIndex_std,sp14,0.04053588406327308
sp14,CharlsonIndex_std,0.04053588406327308
sp7,pcg1,0.04049504113746619
pcg1,sp7,0.04049504113746619
pg11,pcg9,0.04047291298798419
pcg9,pg11,0.04047291298798419
PayDelay_std,pg17,0.04047059350864679
pg17,PayDelay_std,0.04047059350864679
no_drug_instances_MISS,sp12,0.0404667477421855
sp12,no_drug_instances_MISS,0.0404667477421855
sp14,sexMALE,0.04039708563602858
sexMALE,sp14,0.04039708563602858
sp12,ps9,0.04036997924389293
ps9,sp12,0.04036997924389293
age_80+,LOS_TOT_KNOWN_count,0.04035351372483447
LOS_TOT_KNOWN_count,age_80+,0.04035351372483447
pcg22,pg11,0.04034323312576539
pg11,pcg22,0.04034323312576539
ps4,pcg28,0.04033185915967219
pcg28,ps4,0.04033185915967219
pg9,ClaimsTruncated,0.040298277508012244
ClaimsTruncated,pg9,0.040298277508012244
pcg17,LOS_TOT_SUPRESSED_count,0.04029319540739216
LOS_TOT_SUPRESSED_count,pcg17,0.04029319540739216
pcg7,pcg46,0.04029094336400764
pcg46,pcg7,0.04029094336400764
pcg26,LabCount_min,0.04027910596963757
LabCount_min,pcg26,0.04027910596963757
ps2,pg12,0.04027432970617005
pg12,ps2,0.04027432970617005
age_30-39,ps6,0.040272003379958995
ps6,age_30-39,0.040272003379958995
pcg46,sp9,0.0402613171844128
sp9,pcg46,0.0402613171844128
pg16,pcg44,0.040251146054433765
pcg44,pg16,0.040251146054433765
pcg37,LengthOfStay_max,0.040234631419188656
LengthOfStay_max,pcg37,0.040234631419188656
pcg45,DaysInHospital,0.040213594592897015
DaysInHospital,pcg45,0.040213594592897015
pcg5,age_30-39,0.040204490718427195
age_30-39,pcg5,0.040204490718427195
age_40-49,pcg5,0.04019880231050017
pcg5,age_40-49,0.04019880231050017
pg13,age_80+,0.04018915076870005
age_80+,pg13,0.04018915076870005
pg7,pcg46,0.040150617220548954
pcg46,pg7,0.040150617220548954
no_PlaceSvcs,pcg32,0.0401466829385058
pcg32,no_PlaceSvcs,0.0401466829385058
pcg16,age_10-19,0.040112339055777754
age_10-19,pcg16,0.040112339055777754
age_80+,pcg14,0.040080724537635885
pcg14,age_80+,0.040080724537635885
no_PCPs,pcg23,0.04007793475426841
pcg23,no_PCPs,0.04007793475426841
ps6,pcg24,0.04007760736851494
pcg24,ps6,0.04007760736851494
age_60-69,sp10,0.04007157120441648
sp10,age_60-69,0.04007157120441648
no_lab_instances_MISS,LOS_TOT_SUPRESSED_count,0.040070354148979
LOS_TOT_SUPRESSED_count,no_lab_instances_MISS,0.040070354148979
pcg26,pcg10,0.04006695342750317
pcg10,pcg26,0.04006695342750317
pcg32,LOS_TOT_SUPRESSED_count,0.04006106479485862
LOS_TOT_SUPRESSED_count,pcg32,0.04006106479485862
pcg11,age_MISS,0.040060207139163015
age_MISS,pcg11,0.040060207139163015
AAFC_MISS,pcg11,0.040060207139163015
pcg11,AAFC_MISS,0.040060207139163015
age_70-79,pcg14,0.0400479887451604
pcg14,age_70-79,0.0400479887451604
pcg20,LengthOfStay_max,0.0400107155875271
LengthOfStay_max,pcg20,0.0400107155875271
pcg9,sp1,0.04000413934436149
sp1,pcg9,0.04000413934436149
pcg18,no_drug_instances_MISS,0.03997257487038637
no_drug_instances_MISS,pcg18,0.03997257487038637
ps5,pcg7,0.03997055597937022
pcg7,ps5,0.03997055597937022
pcg7,CharlsonIndex_mean,0.039960483311731
CharlsonIndex_mean,pcg7,0.039960483311731
pg17,age_70-79,0.039935174660205484
age_70-79,pg17,0.039935174660205484
pcg34,DrugCount_max,0.039934181695789044
DrugCount_max,pcg34,0.039934181695789044
ps3,DrugCount_min,0.039905594812530455
DrugCount_min,ps3,0.039905594812530455
DSFS_std,ps10,0.03990402420855592
ps10,DSFS_std,0.03990402420855592
pg14,CharlsonIndex_range,0.039899385698887076
CharlsonIndex_range,pg14,0.039899385698887076
pg11,pg9,0.03986832840373645
pg9,pg11,0.03986832840373645
pcg26,pcg43,0.039844286722325956
pcg43,pcg26,0.039844286722325956
pg3,pcg7,0.03983257448184905
pcg7,pg3,0.03983257448184905
pcg5,sp7,0.039804174216745744
sp7,pcg5,0.039804174216745744
sp11,pg17,0.039785910465652885
pg17,sp11,0.039785910465652885
LengthOfStay_sum,DrugCount_std,0.039784032366730476
DrugCount_std,LengthOfStay_sum,0.039784032366730476
pg17,DrugCount_mean,0.039747402747131844
DrugCount_mean,pg17,0.039747402747131844
pcg19,ClaimsTruncated,0.03971642767600026
ClaimsTruncated,pcg19,0.03971642767600026
pcg34,DSFS_max,0.03970196891531638
DSFS_max,pcg34,0.03970196891531638
sp8,sp7,0.03970015778394482
sp7,sp8,0.03970015778394482
pcg41,sp8,0.03966601161810197
sp8,pcg41,0.03966601161810197
LabCount_mean,age_20-29,0.03965408323208692
age_20-29,LabCount_mean,0.03965408323208692
age_40-49,pcg16,0.03965105116768803
pcg16,age_40-49,0.03965105116768803
pcg40,LabCount_mean,0.03964831514905073
LabCount_mean,pcg40,0.03964831514905073
pcg37,LOS_TOT_SUPRESSED_count,0.03964247745995326
LOS_TOT_SUPRESSED_count,pcg37,0.03964247745995326
pg16,no_drug_instances_MISS,0.03964082004646561
no_drug_instances_MISS,pg16,0.03964082004646561
pcg18,pcg23,0.03963922778158108
pcg23,pcg18,0.03963922778158108
CharlsonIndex_min,pcg34,0.0396296152260073
pcg34,CharlsonIndex_min,0.0396296152260073
sp7,DaysInHospital,0.03960825237452489
DaysInHospital,sp7,0.03960825237452489
pcg24,pg9,0.03960733413198138
pg9,pcg24,0.03960733413198138
pg7,pcg2,0.03960158977342958
pcg2,pg7,0.03960158977342958
no_ProcedureGroups,pcg7,0.0395469051871384
pcg7,no_ProcedureGroups,0.0395469051871384
PayDelay_std,pcg13,0.039535753423190594
pcg13,PayDelay_std,0.039535753423190594
age_50-59,no_lab_instances_MISS,0.03953176107509499
no_lab_instances_MISS,age_50-59,0.03953176107509499
PayDelay_min,age_30-39,0.03951196657839157
age_30-39,PayDelay_min,0.03951196657839157
sexMALE,sp5,0.03950725540564192
sp5,sexMALE,0.03950725540564192
age_80+,pcg26,0.03948500048782252
pcg26,age_80+,0.03948500048782252
LabCount_std,pcg4,0.03948083479063133
pcg4,LabCount_std,0.03948083479063133
pcg25,DSFS_max,0.03947261318687855
DSFS_max,pcg25,0.03947261318687855
pg12,pg10,0.03943558495321566
pg10,pg12,0.03943558495321566
sp9,pg14,0.03942727509189387
pg14,sp9,0.03942727509189387
pcg35,PayDelay_sum,0.03939741016802244
PayDelay_sum,pcg35,0.03939741016802244
AAFC_MISS,no_drug_instances_MISS,0.03937966350437107
age_MISS,no_drug_instances_MISS,0.03937966350437107
no_drug_instances_MISS,AAFC_MISS,0.03937966350437107
no_drug_instances_MISS,age_MISS,0.03937966350437107
pcg5,sexMALE,0.03937846163623132
sexMALE,pcg5,0.03937846163623132
sexMALE,pcg18,0.03937458060831125
pcg18,sexMALE,0.03937458060831125
pcg15,DrugCount_std,0.0393232114123361
DrugCount_std,pcg15,0.0393232114123361
sp5,CharlsonIndex_mean,0.039311149822525884
CharlsonIndex_mean,sp5,0.039311149822525884
LOS_TOT_SUPRESSED_count,pg7,0.03929994090628918
pg7,LOS_TOT_SUPRESSED_count,0.03929994090628918
pcg10,DSFS_mean,0.03926802940437217
DSFS_mean,pcg10,0.03926802940437217
pcg13,sp9,0.03926207675230443
sp9,pcg13,0.03926207675230443
LabCount_sum,LengthOfStay_sum,0.03925288756068581
LengthOfStay_sum,LabCount_sum,0.03925288756068581
DaysInHospital,LengthOfStay_sum,0.03923340045608515
LengthOfStay_sum,DaysInHospital,0.03923340045608515
DaysInHospital,pcg34,0.03923160000717911
pcg34,DaysInHospital,0.03923160000717911
LOS_TOT_KNOWN_count,pcg5,0.039230427888608456
pcg5,LOS_TOT_KNOWN_count,0.039230427888608456
PayDelay_sum,pcg41,0.03921594497658478
pcg41,PayDelay_sum,0.03921594497658478
pcg11,ps4,0.039209875970178325
ps4,pcg11,0.039209875970178325
pg18,DSFS_max,0.03919457199705795
DSFS_max,pg18,0.03919457199705795
LOS_TOT_SUPRESSED_count,pcg27,0.03916048487965687
pcg27,LOS_TOT_SUPRESSED_count,0.03916048487965687
sexMALE,pcg39,0.03915994141380407
pcg39,sexMALE,0.03915994141380407
pg10,pcg5,0.03915019722409654
pcg5,pg10,0.03915019722409654
pg13,pg7,0.03914463927176197
pg7,pg13,0.03914463927176197
sp8,ps7,0.03912378645511865
ps7,sp8,0.03912378645511865
DSFS_range,pcg21,0.039101833272445305
pcg21,DSFS_range,0.039101833272445305
pcg37,ps10,0.03908984572408725
ps10,pcg37,0.03908984572408725
age_10-19,LengthOfStay_max,0.039079314887069436
LengthOfStay_max,age_10-19,0.039079314887069436
pg11,sexMALE,0.0390779668302553
sexMALE,pg11,0.0390779668302553
age_50-59,DaysInHospital,0.03907470682026124
DaysInHospital,age_50-59,0.03907470682026124
pg15,sexMISS,0.03905925312184713
sexMISS,pg15,0.03905925312184713
sp10,pcg43,0.03905553876634514
pcg43,sp10,0.03905553876634514
sp14,pcg20,0.039043487388333964
pcg20,sp14,0.039043487388333964
LengthOfStay_min,LengthOfStay_max,0.03903624556585388
LengthOfStay_max,LengthOfStay_min,0.03903624556585388
pcg8,pg13,0.03902488907104411
pg13,pcg8,0.03902488907104411
sp5,CharlsonIndex_std,0.03901816056298041
CharlsonIndex_std,sp5,0.03901816056298041
pcg18,pcg27,0.038996944722328675
pcg27,pcg18,0.038996944722328675
sexFEMALE,DaysInHospital,0.03898424168874179
DaysInHospital,sexFEMALE,0.03898424168874179
LabCount_min,age_80+,0.0389752490262893
age_80+,LabCount_min,0.0389752490262893
pcg17,pcg28,0.0389640261042576
pcg28,pcg17,0.0389640261042576
LabCount_mean,sp5,0.038963440555798055
sp5,LabCount_mean,0.038963440555798055
pcg18,pcg26,0.038959007000966155
pcg26,pcg18,0.038959007000966155
pcg32,no_PrimaryConditionGroups,0.03895357939847191
no_PrimaryConditionGroups,pcg32,0.03895357939847191
pcg46,pcg2,0.03894035562273657
pcg2,pcg46,0.03894035562273657
pcg31,no_drug_instances,0.038912282383673974
no_drug_instances,pcg31,0.038912282383673974
sexMALE,pcg37,0.03887951531522885
pcg37,sexMALE,0.03887951531522885
pcg10,LengthOfStay_max,0.03885855201292835
LengthOfStay_max,pcg10,0.03885855201292835
pcg10,CharlsonIndex_std,0.038849966929731854
CharlsonIndex_std,pcg10,0.038849966929731854
sp1,PayDelay_mean,0.038837570744532174
PayDelay_mean,sp1,0.038837570744532174
pcg32,pg2,0.03882102568792839
pg2,pcg32,0.03882102568792839
LengthOfStay_mean,ps10,0.03881427855212151
ps10,LengthOfStay_mean,0.03881427855212151
pcg33,CharlsonIndex_min,0.03880280114356902
CharlsonIndex_min,pcg33,0.03880280114356902
LabCount_mean,pcg8,0.038781496071494385
pcg8,LabCount_mean,0.038781496071494385
CharlsonIndex_max,no_PCPs,0.03877974588835322
no_PCPs,CharlsonIndex_max,0.03877974588835322
age_70-79,pcg29,0.03877391806582516
pcg29,age_70-79,0.03877391806582516
pcg29,pg16,0.03877295686353857
pg16,pcg29,0.03877295686353857
pg3,pcg19,0.038772293654628885
pcg19,pg3,0.038772293654628885
pcg7,CharlsonIndex_max,0.03870943481227553
CharlsonIndex_max,pcg7,0.03870943481227553
PayDelay_mean,pcg38,0.03870058704892421
pcg38,PayDelay_mean,0.03870058704892421
ps1,pcg31,0.03867805280225028
pcg31,ps1,0.03867805280225028
pg12,sp3,0.038665606457239314
sp3,pg12,0.038665606457239314
pcg17,pcg3,0.038606821847332225
pcg3,pcg17,0.038606821847332225
no_lab_instances_MISS,age_30-39,0.03858699916451852
age_30-39,no_lab_instances_MISS,0.03858699916451852
sp14,sp10,0.03858015347327465
sp10,sp14,0.03858015347327465
LabCount_mean,pcg21,0.03856974257062886
pcg21,LabCount_mean,0.03856974257062886
LengthOfStay_std,pcg28,0.03856931572815387
pcg28,LengthOfStay_std,0.03856931572815387
PayDelay_max,pcg22,0.038524635336622676
pcg22,PayDelay_max,0.038524635336622676
pcg39,LengthOfStay_sum,0.038511648549477716
LengthOfStay_sum,pcg39,0.038511648549477716
pcg19,age_MISS,0.03850400044050609
age_MISS,pcg19,0.03850400044050609
pcg19,AAFC_MISS,0.03850400044050609
AAFC_MISS,pcg19,0.03850400044050609
sp2,pcg15,0.03850372073929631
pcg15,sp2,0.03850372073929631
pcg31,pg2,0.03849007558172332
pg2,pcg31,0.03849007558172332
DSFS_max,ps7,0.03848821938779076
ps7,DSFS_max,0.03848821938779076
PayDelay_min,LengthOfStay_min,0.03848771586154226
LengthOfStay_min,PayDelay_min,0.03848771586154226
sexMALE,ps10,0.03848690376294611
ps10,sexMALE,0.03848690376294611
pcg38,DrugCount_min,0.0384840211689765
DrugCount_min,pcg38,0.0384840211689765
pg9,age_10-19,0.03848259185351754
age_10-19,pg9,0.03848259185351754
pg6,PayDelay_std,0.038478937647024154
PayDelay_std,pg6,0.038478937647024154
pg16,pcg33,0.03846711539411227
pcg33,pg16,0.03846711539411227
age_0-9,PayDelay_mean,0.03846486742201346
PayDelay_mean,age_0-9,0.03846486742201346
CharlsonIndex_range,pcg22,0.03845951260391523
pcg22,CharlsonIndex_range,0.03845951260391523
pg12,sexFEMALE,0.03845509323553527
sexFEMALE,pg12,0.03845509323553527
LengthOfStay_sum,DrugCount_mean,0.03844832400755838
DrugCount_mean,LengthOfStay_sum,0.03844832400755838
pg18,CharlsonIndex_mean,0.03844336591368244
CharlsonIndex_mean,pg18,0.03844336591368244
CharlsonIndex_min,CharlsonIndex_range,0.0384317798832749
CharlsonIndex_range,CharlsonIndex_min,0.0384317798832749
pcg10,pcg46,0.03843097752087813
pcg46,pcg10,0.03843097752087813
LabCount_sum,pg14,0.03842785041284193
pg14,LabCount_sum,0.03842785041284193
LengthOfStay_mean,CharlsonIndex_max,0.03842232043648104
CharlsonIndex_max,LengthOfStay_mean,0.03842232043648104
pcg14,pg8,0.03842206953769524
pg8,pcg14,0.03842206953769524
pcg22,DSFS_std,0.03838913698604527
DSFS_std,pcg22,0.03838913698604527
pcg45,DrugCount_min,0.03834867960229997
DrugCount_min,pcg45,0.03834867960229997
pg11,pcg26,0.03834843882013514
pcg26,pg11,0.03834843882013514
pcg46,DrugCount_sum,0.03833831104807467
DrugCount_sum,pcg46,0.03833831104807467
sexFEMALE,no_PrimaryConditionGroups,0.0383363836637315
no_PrimaryConditionGroups,sexFEMALE,0.0383363836637315
ps10,pcg26,0.03833516853368722
pcg26,ps10,0.03833516853368722
pg14,LabCount_max,0.038321511126692256
LabCount_max,pg14,0.038321511126692256
LengthOfStay_sum,DSFS_std,0.03831348683301622
DSFS_std,LengthOfStay_sum,0.03831348683301622
PayDelay_std,no_PCPs,0.038293194871920816
no_PCPs,PayDelay_std,0.038293194871920816
pg6,CharlsonIndex_mean,0.03829187358391754
CharlsonIndex_mean,pg6,0.03829187358391754
no_Claims,pcg35,0.038284414520143945
pcg35,no_Claims,0.038284414520143945
sp6,pcg35,0.038277659798831194
pcg35,sp6,0.038277659798831194
age_0-9,pg9,0.03826651630947331
pg9,age_0-9,0.03826651630947331
pcg46,LabCount_max,0.03820877821012525
LabCount_max,pcg46,0.03820877821012525
ps3,pcg17,0.03820312904617647
pcg17,ps3,0.03820312904617647
ps5,pcg23,0.03817776410678464
pcg23,ps5,0.03817776410678464
DrugCount_std,pcg44,0.03817498574468048
pcg44,DrugCount_std,0.03817498574468048
pcg31,no_ProcedureGroups,0.03816312226232768
no_ProcedureGroups,pcg31,0.03816312226232768
pcg39,LabCount_min,0.0381628808031911
LabCount_min,pcg39,0.0381628808031911
pcg31,DSFS_range,0.03815382043642366
DSFS_range,pcg31,0.03815382043642366
pcg43,pcg24,0.038143508529306674
pcg24,pcg43,0.038143508529306674
pg15,ps10,0.03812596397823951
ps10,pg15,0.03812596397823951
DrugCount_sum,pcg15,0.03811535516204981
pcg15,DrugCount_sum,0.03811535516204981
ps4,pcg5,0.03811137592163546
pcg5,ps4,0.03811137592163546
pg6,no_drug_instances_MISS,0.038110640217659746
no_drug_instances_MISS,pg6,0.038110640217659746
pg18,LengthOfStay_mean,0.03811006053213713
LengthOfStay_mean,pg18,0.03811006053213713
pcg46,DrugCount_mean,0.038108914821555956
DrugCount_mean,pcg46,0.038108914821555956
pcg3,ps9,0.0380768646187358
ps9,pcg3,0.0380768646187358
pg14,LabCount_std,0.03806242446453123
LabCount_std,pg14,0.03806242446453123
pcg46,pcg37,0.038048558638611035
pcg37,pcg46,0.038048558638611035
pcg8,pcg7,0.0380362990523524
pcg7,pcg8,0.0380362990523524
no_PlaceSvcs,pcg41,0.03803368288001592
pcg41,no_PlaceSvcs,0.03803368288001592
PayDelay_max,pcg19,0.0380324695170419
pcg19,PayDelay_max,0.0380324695170419
no_lab_instances_MISS,pcg10,0.038029716923807945
pcg10,no_lab_instances_MISS,0.038029716923807945
pcg34,pcg23,0.03802178028001098
pcg23,pcg34,0.03802178028001098
pcg9,age_20-29,0.03801169245031846
age_20-29,pcg9,0.03801169245031846
no_PlaceSvcs,sexFEMALE,0.037990282530870535
sexFEMALE,no_PlaceSvcs,0.037990282530870535
pcg15,PayDelay_max,0.037972289854428444
PayDelay_max,pcg15,0.037972289854428444
DrugCount_min,pg14,0.03796993895992068
pg14,DrugCount_min,0.03796993895992068
DSFS_sum,LengthOfStay_mean,0.03795649550504319
LengthOfStay_mean,DSFS_sum,0.03795649550504319
